,Unnamed: 0,Datum,Tijd,Kraan,Reden,Water,Tijdsduur,Flow,Kan.1,Kan.1 Tijd,Kan.2,Kan.2 Tijd,Kan.3,Kan.3 Tijd,Kan.4,Kan.4 Tijd,Kan.5,Kan.5 Tijd,Kan.6,Kan.6 Tijd,Kan.7,Kan.7 Tijd,Kan.8,Kan.8 Tijd,EC-Lg,EC-Gm,EC-Hg,pH-Lg,pH-Gm,pH-Hg
226,227,2020-10-01 03:38:00,03:38,1,Dry Cont.,20040,02:39:18,754,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,8,7,8,,,
227,228,2020-10-01 17:07:00,17:07,1,Dry Cont.,20680,02:42:16,764,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,8,7,8,,,
228,229,2020-10-02 02:44:00,02:44,1,Dry Cont.,8680,01:08:10,764,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
229,230,2020-10-02 04:08:00,04:08,1,Dry Cont.,18660,02:26:22,764,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,8,7,8,,,
230,231,2020-10-02 11:30:00,11:30,1,Dry Cont.,0,00:15:56,0,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
231,232,2020-10-02 14:16:00,14:16,1,Dry Cont.,0,00:16:56,0,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
232,233,2020-10-02 16:58:00,16:58,1,Dry Cont.,0,00:16:26,0,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
233,234,2020-10-02 17:57:00,17:57,1,Dry Cont.,0,00:05:14,0,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,8,7,8,,,
234,235,2020-10-02 21:24:00,21:24,1,Dry Cont.,0,00:18:40,0,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,7,7,7,,,
235,236,2020-10-03 01:03:00,01:03,1,Dry Cont.,0,00:18:30,0,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,0,00:00:00,8,7,8,,,
